REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
R1,HYDRO,1,2028,21177.3
R1,HYDRO,1,2029,21559.4
R1,HYDRO,1,2030,22409.395
R1,HYDRO,1,2031,22323.8
R1,HYDRO,1,2032,23189.99
R1,HYDRO,1,2033,23580.338
R1,HYDRO,1,2034,23970.585
R1,HYDRO,1,2035,24360.933
R1,HYDRO,1,2036,24234.6
R1,HYDRO,1,2037,25141.528
R1,HYDRO,1,2038,25531.877
R1,HYDRO,1,2039,25922.123
R1,HYDRO,1,2040,25763.2
R1,HYDRO,1,2041,26702.82
R1,HYDRO,1,2042,26527.5
R1,HYDRO,1,2043,27483.415
R1,HYDRO,1,2044,27873.661
R1,HYDRO,1,2045,27674.0
R1,HYDRO,1,2046,28654.358
R1,HYDRO,1,2047,29044.605
R1,HYDRO,1,2048,29434.953
R1,HYDRO,1,2049,29202.6
R1,HYDRO,1,2050,30215.548
R1,HYDRO,1,2051,30605.896
R1,HYDRO,1,2052,30996.143
R1,HYDRO,1,2053,31386.491
R1,HYDRO,1,2054,31776.738
R1,HYDRO,1,2055,32167.086
R1,HYDRO,1,2056,31877.8
R1,HYDRO,1,2057,32259.9
R1,HYDRO,1,2058,33338.03
R1,HYDRO,1,2059,33728.276
R1,HYDRO,1,2060,34118.624
R1,HYDRO,1,2061,34508.973
R1,HYDRO,1,2062,34899.219
R1,HYDRO,1,2063,35289.568
R1,HYDRO,1,2064,35679.814
R1,HYDRO,1,2065,36070.163
R1,HYDRO,1,2066,36460.511
R1,HYDRO,1,2067,36850.758
R1,HYDRO,1,2068,37241.106
R1,HYDRO,1,2069,37631.352
R1,HYDRO,1,2070,38021.701
